0.015 pkt: 0 | sent
58.798 ACK: 2315 | received
58.814 pkt: 2323 | sent
58.814 ACK: 2316 | received
58.829 pkt: 2324 | sent
58.845 ACK: 2317 | received
58.845 pkt: 2325 | sent
58.861 ACK: 2318 | received
58.876 pkt: 2326 | sent
58.892 ACK: 2319 | received
58.892 pkt: 2327 | sent
58.908 ACK: 2320 | received
58.923 pkt: 2328 | sent
58.939 ACK: 2321 | received
58.939 pkt: 2329 | sent
58.970 ACK: 2322 | received
58.970 pkt: 2330 | sent
58.986 ACK: 2323 | received
59.001 pkt: 2331 | sent
59.017 ACK: 2324 | received
59.017 pkt: 2332 | sent
59.033 ACK: 2325 | received
59.048 pkt: 2333 | sent
59.064 ACK: 2326 | received
59.064 pkt: 2334 | sent
59.079 ACK: 2327 | received
59.095 pkt: 2335 | sent
59.111 ACK: 2328 | received
59.111 pkt: 2336 | sent
59.126 ACK: 2329 | received
59.142 pkt: 2337 | sent
59.157 ACK: 2330 | received
59.157 pkt: 2338 | sent
59.173 ACK: 2331 | received
59.189 pkt: 2339 | sent
59.204 ACK: 2332 | received
59.204 pkt: 2340 | sent
59.220 ACK: 2333 | received
59.236 pkt: 2341 | sent
59.251 ACK: 2334 | received
59.251 pkt: 2342 | sent
59.267 ACK: 2335 | received
59.282 pkt: 2343 | sent
59.282 ACK: 2336 | received
59.298 pkt: 2344 | sent
59.314 ACK: 2337 | received
59.314 pkt: 2345 | sent
59.329 ACK: 2338 | received
59.345 pkt: 2346 | sent
59.361 ACK: 2339 | received
59.361 pkt: 2347 | sent
59.376 ACK: 2340 | received
59.392 pkt: 2348 | sent
59.404 ACK: 2341 | received
59.414 pkt: 2349 | sent
59.422 ACK: 2342 | received
59.422 pkt: 2350 | sent
59.438 ACK: 2343 | received
59.453 pkt: 2351 | sent
59.471 ACK: 2344 | received
59.479 pkt: 2352 | sent
59.493 ACK: 2345 | received
59.494 pkt: 2353 | sent
59.510 ACK: 2346 | received
59.510 pkt: 2354 | sent
59.526 ACK: 2347 | received
59.541 pkt: 2355 | sent
59.557 ACK: 2348 | received
59.557 pkt: 2356 | sent
59.572 ACK: 2349 | received
59.572 pkt: 2357 | sent
59.588 ACK: 2350 | received
59.604 pkt: 2358 | sent
59.604 ACK: 2351 | received
59.619 pkt: 2359 | sent
59.619 ACK: 2352 | received
59.635 pkt: 2360 | sent
59.650 ACK: 2353 | received
59.650 pkt: 2361 | sent
59.666 ACK: 2354 | received
59.666 pkt: 2362 | sent
59.682 ACK: 2355 | received
59.682 pkt: 2363 | sent
59.697 ACK: 2356 | received
59.697 pkt: 2364 | sent
59.713 ACK: 2357 | received
59.713 pkt: 2365 | sent
59.729 ACK: 2358 | received
59.729 pkt: 2366 | sent
59.744 ACK: 2359 | received
59.744 pkt: 2367 | sent
59.760 ACK: 2360 | received
59.775 pkt: 2368 | sent
59.775 ACK: 2361 | received
59.791 pkt: 2369 | sent
59.791 ACK: 2362 | received
59.807 pkt: 2370 | sent
59.822 ACK: 2363 | received
59.822 pkt: 2371 | sent
59.838 ACK: 2364 | received
59.838 pkt: 2372 | sent
59.854 ACK: 2365 | received
59.854 pkt: 2373 | sent
59.869 ACK: 2366 | received
59.869 pkt: 2374 | sent
59.885 ACK: 2367 | received
59.900 pkt: 2375 | sent
59.900 ACK: 2368 | received
59.916 pkt: 2376 | sent
59.916 ACK: 2369 | received
59.932 pkt: 2377 | sent
59.947 ACK: 2370 | received
59.947 pkt: 2378 | sent
59.963 ACK: 2371 | received
59.963 pkt: 2379 | sent
59.979 ACK: 2372 | received
59.979 pkt: 2380 | sent
59.994 ACK: 2373 | received
59.994 pkt: 2381 | sent
60.010 ACK: 2374 | received
60.025 pkt: 2382 | sent
60.041 ACK: 2375 | received
60.057 pkt: 2383 | sent
60.068 ACK: 2376 | received
60.068 pkt: 2384 | sent
60.084 ACK: 2377 | received
60.100 pkt: 2385 | sent
60.115 ACK: 2378 | received
60.115 pkt: 2386 | sent
60.131 ACK: 2379 | received
60.147 pkt: 2387 | sent
60.162 ACK: 2380 | received
60.162 pkt: 2388 | sent
60.178 ACK: 2381 | received
60.193 pkt: 2389 | sent
60.193 ACK: 2382 | received
60.209 pkt: 2390 | sent
60.225 ACK: 2383 | received
60.225 pkt: 2391 | sent
60.240 ACK: 2384 | received
60.256 pkt: 2392 | sent
60.272 ACK: 2385 | received
60.272 pkt: 2393 | sent
60.287 ACK: 2386 | received
60.303 pkt: 2394 | sent
60.318 ACK: 2387 | received
60.318 pkt: 2395 | sent
60.334 ACK: 2388 | received
60.350 pkt: 2396 | sent
60.365 ACK: 2389 | received
60.365 pkt: 2397 | sent
60.381 ACK: 2390 | received
60.381 pkt: 2398 | sent
60.410 ACK: 2391 | received
60.418 pkt: 2399 | sent
60.420 ACK: 2392 | received
60.436 pkt: 2400 | sent
60.451 ACK: 2393 | received
60.451 pkt: 2401 | sent
60.467 ACK: 2394 | received
60.483 pkt: 2402 | sent
60.498 ACK: 2395 | received
60.498 pkt: 2403 | sent
60.514 ACK: 2396 | received
60.530 pkt: 2404 | sent
60.545 ACK: 2397 | received
60.545 pkt: 2405 | sent
60.561 ACK: 2398 | received
60.576 pkt: 2406 | sent
60.592 ACK: 2399 | received
60.592 pkt: 2407 | sent
60.608 ACK: 2400 | received
60.608 pkt: 2408 | sent
60.623 ACK: 2401 | received
60.623 pkt: 2409 | sent
60.639 ACK: 2402 | received
60.639 pkt: 2410 | sent
60.655 ACK: 2403 | received
60.670 pkt: 2411 | sent
60.670 ACK: 2404 | received
60.686 pkt: 2412 | sent
60.701 ACK: 2405 | received
60.701 pkt: 2413 | sent
60.717 ACK: 2406 | received
60.717 pkt: 2414 | sent
60.733 ACK: 2407 | received
60.733 pkt: 2415 | sent
60.748 ACK: 2408 | received
60.748 pkt: 2416 | sent
60.764 ACK: 2409 | received
60.764 pkt: 2417 | sent
60.779 ACK: 2410 | received
60.779 pkt: 2418 | sent
60.795 ACK: 2411 | received
60.795 pkt: 2419 | sent
60.811 ACK: 2412 | received
60.826 pkt: 2420 | sent
60.826 ACK: 2413 | received
60.842 pkt: 2421 | sent
60.858 ACK: 2414 | received
60.858 pkt: 2422 | sent
60.873 ACK: 2415 | received
60.873 pkt: 2423 | sent
60.889 ACK: 2416 | received
60.889 pkt: 2424 | sent
60.904 ACK: 2417 | received
60.904 pkt: 2425 | sent
60.920 ACK: 2418 | received
60.920 pkt: 2426 | sent
60.936 ACK: 2419 | received
60.936 pkt: 2427 | sent
60.951 ACK: 2420 | received
60.967 pkt: 2428 | sent
60.967 ACK: 2421 | received
60.983 pkt: 2429 | sent
60.983 ACK: 2422 | received
60.998 pkt: 2430 | sent
61.014 ACK: 2423 | received
61.014 pkt: 2431 | sent
61.029 ACK: 2424 | received
61.029 pkt: 2432 | sent
61.045 ACK: 2425 | received
61.061 pkt: 2433 | sent
61.070 ACK: 2426 | received
61.070 pkt: 2434 | sent
61.085 ACK: 2427 | received
61.085 pkt: 2435 | sent
61.101 ACK: 2428 | received
61.117 pkt: 2436 | sent
61.132 ACK: 2429 | received
61.132 pkt: 2437 | sent
61.148 ACK: 2430 | received
61.164 pkt: 2438 | sent
61.164 ACK: 2431 | received
61.179 pkt: 2439 | sent
61.195 ACK: 2432 | received
61.195 pkt: 2440 | sent
61.210 ACK: 2433 | received
61.226 pkt: 2441 | sent
61.242 ACK: 2434 | received
61.242 pkt: 2442 | sent
61.257 ACK: 2435 | received
61.273 pkt: 2443 | sent
61.289 ACK: 2436 | received
61.289 pkt: 2444 | sent
61.304 ACK: 2437 | received
61.304 pkt: 2445 | sent
61.320 ACK: 2438 | received
61.335 pkt: 2446 | sent
61.351 ACK: 2439 | received
61.351 pkt: 2447 | sent
61.367 ACK: 2440 | received
61.382 pkt: 2448 | sent
61.404 ACK: 2441 | received
61.412 pkt: 2449 | sent
61.425 ACK: 2442 | received
61.426 pkt: 2450 | sent
61.442 ACK: 2443 | received
61.442 pkt: 2451 | sent
61.458 ACK: 2444 | received
61.473 pkt: 2452 | sent
61.489 ACK: 2445 | received
61.489 pkt: 2453 | sent
61.504 ACK: 2446 | received
61.520 pkt: 2454 | sent
61.536 ACK: 2447 | received
61.536 pkt: 2455 | sent
61.551 ACK: 2448 | received
61.567 pkt: 2456 | sent
61.582 ACK: 2449 | received
61.582 pkt: 2457 | sent
61.598 ACK: 2450 | received
61.598 pkt: 2458 | sent
61.614 ACK: 2451 | received
61.614 pkt: 2459 | sent
61.629 ACK: 2452 | received
61.629 pkt: 2460 | sent
61.645 ACK: 2453 | received
61.661 pkt: 2461 | sent
61.661 ACK: 2454 | received
61.676 pkt: 2462 | sent
61.676 ACK: 2455 | received
61.692 pkt: 2463 | sent
61.692 ACK: 2456 | received
61.707 pkt: 2464 | sent
61.707 ACK: 2457 | received
61.723 pkt: 2465 | sent
61.723 ACK: 2458 | received
61.739 pkt: 2466 | sent
61.754 ACK: 2459 | received
61.754 pkt: 2467 | sent
61.770 ACK: 2460 | received
61.770 pkt: 2468 | sent
61.786 ACK: 2461 | received
61.786 pkt: 2469 | sent
61.801 ACK: 2462 | received
61.817 pkt: 2470 | sent
61.817 ACK: 2463 | received
61.832 pkt: 2471 | sent
61.832 ACK: 2464 | received
61.848 pkt: 2472 | sent
61.864 ACK: 2465 | received
61.864 pkt: 2473 | sent
61.879 ACK: 2466 | received
61.879 pkt: 2474 | sent
61.895 ACK: 2467 | received
61.895 pkt: 2475 | sent
61.911 ACK: 2468 | received
61.911 pkt: 2476 | sent
61.926 ACK: 2469 | received
61.942 pkt: 2477 | sent
61.942 ACK: 2470 | received
61.957 pkt: 2478 | sent
61.957 ACK: 2471 | received
61.973 pkt: 2479 | sent
61.989 ACK: 2472 | received
61.989 pkt: 2480 | sent
62.004 ACK: 2473 | received
62.004 pkt: 2481 | sent
62.020 ACK: 2474 | received
62.020 pkt: 2482 | sent
62.035 ACK: 2475 | received
62.051 pkt: 2483 | sent
62.067 ACK: 2476 | received
62.067 pkt: 2484 | sent
62.082 ACK: 2477 | received
62.082 pkt: 2485 | sent
62.098 ACK: 2478 | received
62.098 pkt: 2486 | sent
62.114 ACK: 2479 | received
62.129 pkt: 2487 | sent
62.145 ACK: 2480 | received
62.145 pkt: 2488 | sent
62.160 ACK: 2481 | received
62.176 pkt: 2489 | sent
62.176 ACK: 2482 | received
62.192 pkt: 2490 | sent
62.207 ACK: 2483 | received
62.207 pkt: 2491 | sent
62.223 ACK: 2484 | received
62.239 pkt: 2492 | sent
62.254 ACK: 2485 | received
62.254 pkt: 2493 | sent
62.270 ACK: 2486 | received
62.285 pkt: 2494 | sent
62.301 ACK: 2487 | received
62.301 pkt: 2495 | sent
62.317 ACK: 2488 | received
62.332 pkt: 2496 | sent
62.332 ACK: 2489 | received
62.348 pkt: 2497 | sent
62.364 ACK: 2490 | received
62.379 pkt: 2498 | sent
62.379 ACK: 2491 | received
62.406 pkt: 2499 | sent
62.420 ACK: 2492 | received
62.420 pkt: 2500 | sent
62.436 ACK: 2493 | received
62.452 pkt: 2501 | sent
62.452 ACK: 2494 | received
62.467 pkt: 2502 | sent
62.483 ACK: 2495 | received
62.499 pkt: 2503 | sent
62.499 ACK: 2496 | received
62.514 pkt: 2504 | sent
62.545 ACK: 2497 | received
62.561 pkt: 2505 | sent
62.561 ACK: 2498 | received
62.577 pkt: 2506 | sent
62.592 ACK: 2499 | received
62.608 pkt: 2507 | sent
62.624 ACK: 2500 | received
62.624 pkt: 2508 | sent
62.639 ACK: 2501 | received
62.639 pkt: 2509 | sent
62.655 ACK: 2502 | received
62.655 pkt: 2510 | sent
62.670 ACK: 2503 | received
62.686 pkt: 2511 | sent
62.686 ACK: 2504 | received
62.702 pkt: 2512 | sent
62.702 ACK: 2505 | received
62.717 pkt: 2513 | sent
62.717 ACK: 2506 | received
62.733 pkt: 2514 | sent
62.764 ACK: 2507 | received
62.764 pkt: 2515 | sent
62.795 ACK: 2508 | received
62.795 pkt: 2516 | sent
62.811 ACK: 2509 | received
62.811 pkt: 2517 | sent
62.827 ACK: 2510 | received
62.827 pkt: 2518 | sent
62.842 ACK: 2511 | received
62.858 pkt: 2519 | sent
62.858 ACK: 2512 | received
62.873 pkt: 2520 | sent
62.889 ACK: 2513 | received
62.889 pkt: 2521 | sent
62.920 ACK: 2514 | received
62.920 pkt: 2522 | sent
62.936 ACK: 2515 | received
62.952 pkt: 2523 | sent
62.952 ACK: 2516 | received
62.967 pkt: 2524 | sent
62.983 ACK: 2517 | received
62.983 pkt: 2525 | sent
62.998 ACK: 2518 | received
62.998 pkt: 2526 | sent
63.014 ACK: 2519 | received
63.014 pkt: 2527 | sent
63.045 ACK: 2520 | received
63.061 pkt: 2528 | sent
63.069 ACK: 2521 | received
63.085 pkt: 2529 | sent
63.100 ACK: 2522 | received
63.100 pkt: 2530 | sent
63.116 ACK: 2523 | received
63.132 pkt: 2531 | sent
63.147 ACK: 2524 | received
63.147 pkt: 2532 | sent
63.163 ACK: 2525 | received
63.179 pkt: 2533 | sent
63.194 ACK: 2526 | received
63.194 pkt: 2534 | sent
63.210 ACK: 2527 | received
63.225 pkt: 2535 | sent
63.225 ACK: 2528 | received
63.241 pkt: 2536 | sent
63.257 ACK: 2529 | received
63.272 pkt: 2537 | sent
63.288 ACK: 2530 | received
63.288 pkt: 2538 | sent
63.304 ACK: 2531 | received
63.319 pkt: 2539 | sent
63.335 ACK: 2532 | received
63.335 pkt: 2540 | sent
63.350 ACK: 2533 | received
63.366 pkt: 2541 | sent
63.382 ACK: 2534 | received
63.382 pkt: 2542 | sent
63.409 ACK: 2535 | received
63.418 pkt: 2543 | sent
63.426 ACK: 2536 | received
63.426 pkt: 2544 | sent
63.442 ACK: 2537 | received
63.457 pkt: 2545 | sent
63.473 ACK: 2538 | received
63.473 pkt: 2546 | sent
63.488 ACK: 2539 | received
63.504 pkt: 2547 | sent
63.520 ACK: 2540 | received
63.535 pkt: 2548 | sent
63.551 ACK: 2541 | received
63.557 pkt: 2549 | sent
63.564 ACK: 2542 | received
63.580 pkt: 2550 | sent
63.596 ACK: 2543 | received
63.596 pkt: 2551 | sent
63.611 ACK: 2544 | received
63.627 pkt: 2552 | sent
63.642 ACK: 2545 | received
63.642 pkt: 2553 | sent
63.658 ACK: 2546 | received
63.658 pkt: 2554 | sent
63.674 ACK: 2547 | received
63.674 pkt: 2555 | sent
63.689 ACK: 2548 | received
63.689 pkt: 2556 | sent
63.705 ACK: 2549 | received
63.705 pkt: 2557 | sent
63.721 ACK: 2550 | received
63.736 pkt: 2558 | sent
63.736 ACK: 2551 | received
63.752 pkt: 2559 | sent
63.767 ACK: 2552 | received
63.767 pkt: 2560 | sent
63.783 ACK: 2553 | received
63.783 pkt: 2561 | sent
63.799 ACK: 2554 | received
63.799 pkt: 2562 | sent
63.814 ACK: 2555 | received
63.814 pkt: 2563 | sent
63.830 ACK: 2556 | received
63.845 pkt: 2564 | sent
63.845 ACK: 2557 | received
63.861 pkt: 2565 | sent
63.877 ACK: 2558 | received
63.877 pkt: 2566 | sent
63.892 ACK: 2559 | received
63.892 pkt: 2567 | sent
63.908 ACK: 2560 | received
63.908 pkt: 2568 | sent
63.924 ACK: 2561 | received
63.939 pkt: 2569 | sent
63.939 ACK: 2562 | received
63.955 pkt: 2570 | sent
63.970 ACK: 2563 | received
63.970 pkt: 2571 | sent
63.986 ACK: 2564 | received
63.986 pkt: 2572 | sent
64.002 ACK: 2565 | received
64.002 pkt: 2573 | sent
64.017 ACK: 2566 | received
64.017 pkt: 2574 | sent
64.033 ACK: 2567 | received
64.049 pkt: 2575 | sent
64.049 ACK: 2568 | received
64.064 pkt: 2576 | sent
64.080 ACK: 2569 | received
64.080 pkt: 2577 | sent
64.111 ACK: 2570 | received
64.111 pkt: 2578 | sent
64.127 ACK: 2571 | received
64.142 pkt: 2579 | sent
64.142 ACK: 2572 | received
64.158 pkt: 2580 | sent
64.174 ACK: 2573 | received
64.174 pkt: 2581 | sent
64.189 ACK: 2574 | received
64.205 pkt: 2582 | sent
64.220 ACK: 2575 | received
64.236 pkt: 2583 | sent
64.252 ACK: 2576 | received
64.252 pkt: 2584 | sent
64.267 ACK: 2577 | received
64.267 pkt: 2585 | sent
64.283 ACK: 2578 | received
64.299 pkt: 2586 | sent
64.314 ACK: 2579 | received
64.330 pkt: 2587 | sent
64.330 ACK: 2580 | received
64.345 pkt: 2588 | sent
64.361 ACK: 2581 | received
64.377 pkt: 2589 | sent
64.377 ACK: 2582 | received
64.399 pkt: 2590 | sent
64.413 ACK: 2583 | received
64.421 pkt: 2591 | sent
64.421 ACK: 2584 | received
64.436 pkt: 2592 | sent
64.452 ACK: 2585 | received
64.452 pkt: 2593 | sent
64.468 ACK: 2586 | received
64.483 pkt: 2594 | sent
64.499 ACK: 2587 | received
64.499 pkt: 2595 | sent
64.514 ACK: 2588 | received
64.530 pkt: 2596 | sent
64.546 ACK: 2589 | received
64.561 pkt: 2597 | sent
64.576 ACK: 2590 | received
64.599 pkt: 2598 | sent
64.615 ACK: 2591 | received
64.627 pkt: 2599 | sent
64.643 ACK: 2592 | received
64.644 pkt: 2600 | sent
64.660 ACK: 2593 | received
64.660 pkt: 2601 | sent
64.675 ACK: 2594 | received
64.691 pkt: 2602 | sent
64.706 ACK: 2595 | received
64.722 pkt: 2603 | sent
64.738 ACK: 2596 | received
64.738 pkt: 2604 | sent
64.753 ACK: 2597 | received
64.769 pkt: 2605 | sent
64.785 ACK: 2598 | received
64.800 pkt: 2606 | sent
64.816 ACK: 2599 | received
64.816 pkt: 2607 | sent
64.847 ACK: 2600 | received
64.847 pkt: 2608 | sent
64.878 ACK: 2601 | received
64.878 pkt: 2609 | sent
64.909 ACK: 2602 | received
64.925 pkt: 2610 | sent
64.941 ACK: 2603 | received
64.941 pkt: 2611 | sent
64.956 ACK: 2604 | received
64.972 pkt: 2612 | sent
64.988 ACK: 2605 | received
65.003 pkt: 2613 | sent
65.019 ACK: 2606 | received
65.019 pkt: 2614 | sent
65.034 ACK: 2607 | received
65.050 pkt: 2615 | sent
65.076 ACK: 2608 | received
65.076 pkt: 2616 | sent
65.092 ACK: 2609 | received
65.107 pkt: 2617 | sent
65.123 ACK: 2610 | received
65.139 pkt: 2618 | sent
65.154 ACK: 2611 | received
65.170 pkt: 2619 | sent
65.170 ACK: 2612 | received
65.186 pkt: 2620 | sent
65.201 ACK: 2613 | received
65.217 pkt: 2621 | sent
65.232 ACK: 2614 | received
65.232 pkt: 2622 | sent
65.248 ACK: 2615 | received
65.264 pkt: 2623 | sent
65.279 ACK: 2616 | received
65.295 pkt: 2624 | sent
65.311 ACK: 2617 | received
65.326 pkt: 2625 | sent
65.342 ACK: 2618 | received
65.342 pkt: 2626 | sent
65.357 ACK: 2619 | received
65.373 pkt: 2627 | sent
65.395 ACK: 2620 | received
65.408 pkt: 2628 | sent
65.421 ACK: 2621 | received
65.421 pkt: 2629 | sent
65.437 ACK: 2622 | received
65.457 pkt: 2630 | sent
65.475 ACK: 2623 | received
65.475 pkt: 2631 | sent
65.491 ACK: 2624 | received
65.506 pkt: 2632 | sent
65.522 ACK: 2625 | received
65.538 pkt: 2633 | sent
65.559 ACK: 2626 | received
65.561 pkt: 2634 | sent
65.576 ACK: 2627 | received
65.592 pkt: 2635 | sent
65.608 ACK: 2628 | received
65.623 pkt: 2636 | sent
65.639 ACK: 2629 | received
65.639 pkt: 2637 | sent
65.654 ACK: 2630 | received
65.670 pkt: 2638 | sent
65.686 ACK: 2631 | received
65.686 pkt: 2639 | sent
65.701 ACK: 2632 | received
65.717 pkt: 2640 | sent
65.733 ACK: 2633 | received
65.733 pkt: 2641 | sent
65.748 ACK: 2634 | received
65.764 pkt: 2642 | sent
65.779 ACK: 2635 | received
65.795 pkt: 2643 | sent
65.795 ACK: 2636 | received
65.811 pkt: 2644 | sent
65.826 ACK: 2637 | received
65.842 pkt: 2645 | sent
65.858 ACK: 2638 | received
65.873 pkt: 2646 | sent
65.889 ACK: 2639 | received
65.889 pkt: 2647 | sent
65.904 ACK: 2640 | received
65.920 pkt: 2648 | sent
65.936 ACK: 2641 | received
65.936 pkt: 2649 | sent
65.951 ACK: 2642 | received
65.967 pkt: 2650 | sent
65.982 ACK: 2643 | received
65.998 pkt: 2651 | sent
66.014 ACK: 2644 | received
66.029 pkt: 2652 | sent
66.045 ACK: 2645 | received
66.058 pkt: 2653 | sent
66.075 ACK: 2646 | received
66.090 pkt: 2654 | sent
66.106 ACK: 2647 | received
66.122 pkt: 2655 | sent
66.137 ACK: 2648 | received
66.137 pkt: 2656 | sent
66.153 ACK: 2649 | received
66.168 pkt: 2657 | sent
66.184 ACK: 2650 | received
66.200 pkt: 2658 | sent
66.215 ACK: 2651 | received
66.231 pkt: 2659 | sent
66.247 ACK: 2652 | received
66.262 pkt: 2660 | sent
66.278 ACK: 2653 | received
66.293 pkt: 2661 | sent
66.309 ACK: 2654 | received
66.309 pkt: 2662 | sent
66.340 ACK: 2655 | received
66.340 pkt: 2663 | sent
66.356 ACK: 2656 | received
66.371 pkt: 2664 | sent
66.398 ACK: 2657 | received
66.409 pkt: 2665 | sent
66.428 ACK: 2658 | received
66.428 pkt: 2666 | sent
66.443 ACK: 2659 | received
66.459 pkt: 2667 | sent
66.488 ACK: 2660 | received
66.494 pkt: 2668 | sent
66.510 ACK: 2661 | received
66.525 pkt: 2669 | sent
66.541 ACK: 2662 | received
66.557 pkt: 2670 | sent
66.572 ACK: 2663 | received
66.572 pkt: 2671 | sent
66.603 ACK: 2664 | received
66.603 pkt: 2672 | sent
66.650 ACK: 2665 | received
66.650 pkt: 2673 | sent
66.666 ACK: 2666 | received
66.681 pkt: 2674 | sent
66.697 ACK: 2667 | received
66.713 pkt: 2675 | sent
66.728 ACK: 2668 | received
66.744 pkt: 2676 | sent
66.775 ACK: 2669 | received
66.791 pkt: 2677 | sent
66.806 ACK: 2670 | received
66.822 pkt: 2678 | sent
66.853 ACK: 2671 | received
66.869 pkt: 2679 | sent
66.885 ACK: 2672 | received
66.900 pkt: 2680 | sent
66.916 ACK: 2673 | received
66.931 pkt: 2681 | sent
66.947 ACK: 2674 | received
66.963 pkt: 2682 | sent
66.978 ACK: 2675 | received
66.994 pkt: 2683 | sent
67.010 ACK: 2676 | received
67.025 pkt: 2684 | sent
67.041 ACK: 2677 | received
67.041 pkt: 2685 | sent
67.072 ACK: 2678 | received
67.088 pkt: 2686 | sent
67.103 ACK: 2679 | received
67.119 pkt: 2687 | sent
67.150 ACK: 2680 | received
67.166 pkt: 2688 | sent
67.181 ACK: 2681 | received
67.213 pkt: 2689 | sent
67.228 ACK: 2682 | received
67.244 pkt: 2690 | sent
67.259 ACK: 2683 | received
67.275 pkt: 2691 | sent
67.291 ACK: 2684 | received
67.306 pkt: 2692 | sent
67.322 ACK: 2685 | received
67.338 pkt: 2693 | sent
67.353 ACK: 2686 | received
67.353 pkt: 2694 | sent
67.369 ACK: 2687 | received
67.384 pkt: 2695 | sent
67.411 ACK: 2688 | received
67.422 pkt: 2696 | sent
67.426 ACK: 2689 | received
67.441 pkt: 2697 | sent
67.457 ACK: 2690 | received
67.473 pkt: 2698 | sent
67.488 ACK: 2691 | received
67.504 pkt: 2699 | sent
67.519 ACK: 2692 | received
67.535 pkt: 2700 | sent
67.551 ACK: 2693 | received
67.566 pkt: 2701 | sent
67.582 ACK: 2694 | received
67.598 pkt: 2702 | sent
67.613 ACK: 2695 | received
67.629 pkt: 2703 | sent
67.644 ACK: 2696 | received
67.644 pkt: 2704 | sent
67.660 ACK: 2697 | received
67.676 pkt: 2705 | sent
67.691 ACK: 2698 | received
67.691 pkt: 2706 | sent
67.707 ACK: 2699 | received
67.723 pkt: 2707 | sent
67.738 ACK: 2700 | received
67.754 pkt: 2708 | sent
67.769 ACK: 2701 | received
67.769 pkt: 2709 | sent
67.785 ACK: 2702 | received
67.801 pkt: 2710 | sent
67.816 ACK: 2703 | received
67.832 pkt: 2711 | sent
67.852 ACK: 2704 | received
67.865 pkt: 2712 | sent
67.882 ACK: 2705 | received
67.890 pkt: 2713 | sent
67.905 ACK: 2706 | received
67.905 pkt: 2714 | sent
67.921 ACK: 2707 | received
67.936 pkt: 2715 | sent
67.952 ACK: 2708 | received
67.968 pkt: 2716 | sent
67.983 ACK: 2709 | received
67.983 pkt: 2717 | sent
67.999 ACK: 2710 | received
68.015 pkt: 2718 | sent
68.030 ACK: 2711 | received
68.046 pkt: 2719 | sent
68.061 ACK: 2712 | received
68.078 pkt: 2720 | sent
68.085 ACK: 2713 | received
68.100 pkt: 2721 | sent
68.116 ACK: 2714 | received
68.131 pkt: 2722 | sent
68.147 ACK: 2715 | received
68.147 pkt: 2723 | sent
68.163 ACK: 2716 | received
68.178 pkt: 2724 | sent
68.194 ACK: 2717 | received
68.210 pkt: 2725 | sent
68.225 ACK: 2718 | received
68.225 pkt: 2726 | sent
68.241 ACK: 2719 | received
68.256 pkt: 2727 | sent
68.272 ACK: 2720 | received
68.288 pkt: 2728 | sent
68.303 ACK: 2721 | received
68.303 pkt: 2729 | sent
68.319 ACK: 2722 | received
68.335 pkt: 2730 | sent
68.350 ACK: 2723 | received
68.366 pkt: 2731 | sent
68.381 ACK: 2724 | received
68.402 pkt: 2732 | sent
68.419 ACK: 2725 | received
68.422 pkt: 2733 | sent
68.438 ACK: 2726 | received
68.453 pkt: 2734 | sent
68.469 ACK: 2727 | received
68.469 pkt: 2735 | sent
68.485 ACK: 2728 | received
68.500 pkt: 2736 | sent
68.516 ACK: 2729 | received
68.532 pkt: 2737 | sent
68.547 ACK: 2730 | received
68.563 pkt: 2738 | sent
68.578 ACK: 2731 | received
68.594 pkt: 2739 | sent
68.594 ACK: 2732 | received
68.610 pkt: 2740 | sent
68.625 ACK: 2733 | received
68.649 pkt: 2741 | sent
68.665 ACK: 2734 | received
68.677 pkt: 2742 | sent
68.679 ACK: 2735 | received
68.695 pkt: 2743 | sent
68.695 ACK: 2736 | received
68.710 pkt: 2744 | sent
68.726 ACK: 2737 | received
68.742 pkt: 2745 | sent
68.757 ACK: 2738 | received
68.757 pkt: 2746 | sent
68.773 ACK: 2739 | received
68.788 pkt: 2747 | sent
68.820 ACK: 2740 | received
68.820 pkt: 2748 | sent
68.835 ACK: 2741 | received
68.851 pkt: 2749 | sent
68.867 ACK: 2742 | received
68.882 pkt: 2750 | sent
68.898 ACK: 2743 | received
68.898 pkt: 2751 | sent
68.913 ACK: 2744 | received
68.929 pkt: 2752 | sent
68.945 ACK: 2745 | received
68.960 pkt: 2753 | sent
68.976 ACK: 2746 | received
68.976 pkt: 2754 | sent
68.992 ACK: 2747 | received
69.007 pkt: 2755 | sent
69.023 ACK: 2748 | received
69.038 pkt: 2756 | sent
69.038 ACK: 2749 | received
69.054 pkt: 2757 | sent
69.085 ACK: 2750 | received
69.085 pkt: 2758 | sent
69.101 ACK: 2751 | received
69.116 pkt: 2759 | sent
69.132 ACK: 2752 | received
69.148 pkt: 2760 | sent
69.163 ACK: 2753 | received
69.163 pkt: 2761 | sent
69.179 ACK: 2754 | received
69.195 pkt: 2762 | sent
69.210 ACK: 2755 | received
69.210 pkt: 2763 | sent
69.226 ACK: 2756 | received
69.241 pkt: 2764 | sent
69.267 ACK: 2757 | received
69.274 pkt: 2765 | sent
69.289 ACK: 2758 | received
69.289 pkt: 2766 | sent
69.305 ACK: 2759 | received
69.321 pkt: 2767 | sent
69.336 ACK: 2760 | received
69.336 pkt: 2768 | sent
69.352 ACK: 2761 | received
69.367 pkt: 2769 | sent
69.383 ACK: 2762 | received
69.401 pkt: 2770 | sent
69.420 ACK: 2763 | received
69.426 pkt: 2771 | sent
69.442 ACK: 2764 | received
69.458 pkt: 2772 | sent
69.475 ACK: 2765 | received
69.484 pkt: 2773 | sent
