0.012 pkt: 0 | received
58.733 ACK: 2319 | sent
58.733 pkt: 2320 | received
58.748 ACK: 2320 | sent
58.764 pkt: 2321 | received
58.780 ACK: 2321 | sent
58.780 pkt: 2322 | received
58.795 ACK: 2322 | sent
58.811 pkt: 2323 | received
58.811 ACK: 2323 | sent
58.826 pkt: 2324 | received
58.842 ACK: 2324 | sent
58.858 pkt: 2325 | received
58.858 ACK: 2325 | sent
58.873 pkt: 2326 | received
58.889 ACK: 2326 | sent
58.905 pkt: 2327 | received
58.905 ACK: 2327 | sent
58.920 pkt: 2328 | received
58.936 ACK: 2328 | sent
58.936 pkt: 2329 | received
58.951 ACK: 2329 | sent
58.983 pkt: 2330 | received
58.983 ACK: 2330 | sent
58.998 pkt: 2331 | received
59.014 ACK: 2331 | sent
59.030 pkt: 2332 | received
59.030 ACK: 2332 | sent
59.045 pkt: 2333 | received
59.061 ACK: 2333 | sent
59.076 pkt: 2334 | received
59.076 ACK: 2334 | sent
59.092 pkt: 2335 | received
59.108 ACK: 2335 | sent
59.123 pkt: 2336 | received
59.123 ACK: 2336 | sent
59.139 pkt: 2337 | received
59.154 ACK: 2337 | sent
59.170 pkt: 2338 | received
59.170 ACK: 2338 | sent
59.186 pkt: 2339 | received
59.201 ACK: 2339 | sent
59.201 pkt: 2340 | received
59.217 ACK: 2340 | sent
59.233 pkt: 2341 | received
59.248 ACK: 2341 | sent
59.248 pkt: 2342 | received
59.264 ACK: 2342 | sent
59.279 pkt: 2343 | received
59.279 ACK: 2343 | sent
59.295 pkt: 2344 | received
59.311 ACK: 2344 | sent
59.326 pkt: 2345 | received
59.326 ACK: 2345 | sent
59.342 pkt: 2346 | received
59.358 ACK: 2346 | sent
59.358 pkt: 2347 | received
59.373 ACK: 2347 | sent
59.394 pkt: 2348 | received
59.402 ACK: 2348 | sent
59.414 pkt: 2349 | received
59.419 ACK: 2349 | sent
59.435 pkt: 2350 | received
59.435 ACK: 2350 | sent
59.450 pkt: 2351 | received
59.468 ACK: 2351 | sent
59.482 pkt: 2352 | received
59.490 ACK: 2352 | sent
59.491 pkt: 2353 | received
59.507 ACK: 2353 | sent
59.523 pkt: 2354 | received
59.523 ACK: 2354 | sent
59.538 pkt: 2355 | received
59.554 ACK: 2355 | sent
59.554 pkt: 2356 | received
59.569 ACK: 2356 | sent
59.585 pkt: 2357 | received
59.585 ACK: 2357 | sent
59.601 pkt: 2358 | received
59.601 ACK: 2358 | sent
59.616 pkt: 2359 | received
59.616 ACK: 2359 | sent
59.632 pkt: 2360 | received
59.647 ACK: 2360 | sent
59.647 pkt: 2361 | received
59.663 ACK: 2361 | sent
59.663 pkt: 2362 | received
59.679 ACK: 2362 | sent
59.679 pkt: 2363 | received
59.694 ACK: 2363 | sent
59.694 pkt: 2364 | received
59.710 ACK: 2364 | sent
59.726 pkt: 2365 | received
59.726 ACK: 2365 | sent
59.741 pkt: 2366 | received
59.741 ACK: 2366 | sent
59.757 pkt: 2367 | received
59.757 ACK: 2367 | sent
59.772 pkt: 2368 | received
59.772 ACK: 2368 | sent
59.788 pkt: 2369 | received
59.788 ACK: 2369 | sent
59.804 pkt: 2370 | received
59.819 ACK: 2370 | sent
59.819 pkt: 2371 | received
59.835 ACK: 2371 | sent
59.835 pkt: 2372 | received
59.851 ACK: 2372 | sent
59.866 pkt: 2373 | received
59.866 ACK: 2373 | sent
59.882 pkt: 2374 | received
59.882 ACK: 2374 | sent
59.897 pkt: 2375 | received
59.897 ACK: 2375 | sent
59.913 pkt: 2376 | received
59.913 ACK: 2376 | sent
59.929 pkt: 2377 | received
59.929 ACK: 2377 | sent
59.944 pkt: 2378 | received
59.960 ACK: 2378 | sent
59.960 pkt: 2379 | received
59.976 ACK: 2379 | sent
59.991 pkt: 2380 | received
59.991 ACK: 2380 | sent
60.007 pkt: 2381 | received
60.007 ACK: 2381 | sent
60.022 pkt: 2382 | received
60.038 ACK: 2382 | sent
60.054 pkt: 2383 | received
60.065 ACK: 2383 | sent
60.081 pkt: 2384 | received
60.081 ACK: 2384 | sent
60.097 pkt: 2385 | received
60.112 ACK: 2385 | sent
60.128 pkt: 2386 | received
60.128 ACK: 2386 | sent
60.144 pkt: 2387 | received
60.159 ACK: 2387 | sent
60.159 pkt: 2388 | received
60.175 ACK: 2388 | sent
60.190 pkt: 2389 | received
60.206 ACK: 2389 | sent
60.206 pkt: 2390 | received
60.222 ACK: 2390 | sent
60.237 pkt: 2391 | received
60.237 ACK: 2391 | sent
60.253 pkt: 2392 | received
60.269 ACK: 2392 | sent
60.284 pkt: 2393 | received
60.284 ACK: 2393 | sent
60.300 pkt: 2394 | received
60.315 ACK: 2394 | sent
60.315 pkt: 2395 | received
60.331 ACK: 2395 | sent
60.347 pkt: 2396 | received
60.362 ACK: 2396 | sent
60.362 pkt: 2397 | received
60.378 ACK: 2397 | sent
60.399 pkt: 2398 | received
60.407 ACK: 2398 | sent
60.417 pkt: 2399 | received
60.417 ACK: 2399 | sent
60.433 pkt: 2400 | received
60.448 ACK: 2400 | sent
60.464 pkt: 2401 | received
60.464 ACK: 2401 | sent
60.480 pkt: 2402 | received
60.495 ACK: 2402 | sent
60.511 pkt: 2403 | received
60.511 ACK: 2403 | sent
60.527 pkt: 2404 | received
60.542 ACK: 2404 | sent
60.558 pkt: 2405 | received
60.558 ACK: 2405 | sent
60.573 pkt: 2406 | received
60.589 ACK: 2406 | sent
60.589 pkt: 2407 | received
60.605 ACK: 2407 | sent
60.620 pkt: 2408 | received
60.620 ACK: 2408 | sent
60.636 pkt: 2409 | received
60.636 ACK: 2409 | sent
60.652 pkt: 2410 | received
60.652 ACK: 2410 | sent
60.667 pkt: 2411 | received
60.667 ACK: 2411 | sent
60.683 pkt: 2412 | received
60.698 ACK: 2412 | sent
60.698 pkt: 2413 | received
60.714 ACK: 2413 | sent
60.714 pkt: 2414 | received
60.730 ACK: 2414 | sent
60.730 pkt: 2415 | received
60.745 ACK: 2415 | sent
60.761 pkt: 2416 | received
60.761 ACK: 2416 | sent
60.777 pkt: 2417 | received
60.777 ACK: 2417 | sent
60.792 pkt: 2418 | received
60.792 ACK: 2418 | sent
60.808 pkt: 2419 | received
60.808 ACK: 2419 | sent
60.823 pkt: 2420 | received
60.823 ACK: 2420 | sent
60.839 pkt: 2421 | received
60.855 ACK: 2421 | sent
60.855 pkt: 2422 | received
60.870 ACK: 2422 | sent
60.870 pkt: 2423 | received
60.886 ACK: 2423 | sent
60.886 pkt: 2424 | received
60.901 ACK: 2424 | sent
60.917 pkt: 2425 | received
60.917 ACK: 2425 | sent
60.933 pkt: 2426 | received
60.933 ACK: 2426 | sent
60.948 pkt: 2427 | received
60.948 ACK: 2427 | sent
60.964 pkt: 2428 | received
60.964 ACK: 2428 | sent
60.980 pkt: 2429 | received
60.980 ACK: 2429 | sent
60.995 pkt: 2430 | received
61.011 ACK: 2430 | sent
61.011 pkt: 2431 | received
61.026 ACK: 2431 | sent
61.026 pkt: 2432 | received
61.042 ACK: 2432 | sent
61.058 pkt: 2433 | received
61.067 ACK: 2433 | sent
61.067 pkt: 2434 | received
61.082 ACK: 2434 | sent
61.098 pkt: 2435 | received
61.098 ACK: 2435 | sent
61.114 pkt: 2436 | received
61.129 ACK: 2436 | sent
61.129 pkt: 2437 | received
61.145 ACK: 2437 | sent
61.161 pkt: 2438 | received
61.161 ACK: 2438 | sent
61.176 pkt: 2439 | received
61.192 ACK: 2439 | sent
61.207 pkt: 2440 | received
61.207 ACK: 2440 | sent
61.223 pkt: 2441 | received
61.239 ACK: 2441 | sent
61.254 pkt: 2442 | received
61.254 ACK: 2442 | sent
61.270 pkt: 2443 | received
61.286 ACK: 2443 | sent
61.286 pkt: 2444 | received
61.301 ACK: 2444 | sent
61.317 pkt: 2445 | received
61.317 ACK: 2445 | sent
61.332 pkt: 2446 | received
61.348 ACK: 2446 | sent
61.364 pkt: 2447 | received
61.364 ACK: 2447 | sent
61.379 pkt: 2448 | received
61.400 ACK: 2448 | sent
61.414 pkt: 2449 | received
61.422 ACK: 2449 | sent
61.423 pkt: 2450 | received
61.439 ACK: 2450 | sent
61.455 pkt: 2451 | received
61.455 ACK: 2451 | sent
61.470 pkt: 2452 | received
61.486 ACK: 2452 | sent
61.501 pkt: 2453 | received
61.501 ACK: 2453 | sent
61.517 pkt: 2454 | received
61.533 ACK: 2454 | sent
61.533 pkt: 2455 | received
61.548 ACK: 2455 | sent
61.564 pkt: 2456 | received
61.579 ACK: 2456 | sent
61.579 pkt: 2457 | received
61.595 ACK: 2457 | sent
61.595 pkt: 2458 | received
61.611 ACK: 2458 | sent
61.626 pkt: 2459 | received
61.626 ACK: 2459 | sent
61.642 pkt: 2460 | received
61.642 ACK: 2460 | sent
61.658 pkt: 2461 | received
61.658 ACK: 2461 | sent
61.673 pkt: 2462 | received
61.673 ACK: 2462 | sent
61.689 pkt: 2463 | received
61.689 ACK: 2463 | sent
61.704 pkt: 2464 | received
61.704 ACK: 2464 | sent
61.720 pkt: 2465 | received
61.736 ACK: 2465 | sent
61.736 pkt: 2466 | received
61.751 ACK: 2466 | sent
61.751 pkt: 2467 | received
61.767 ACK: 2467 | sent
61.767 pkt: 2468 | received
61.783 ACK: 2468 | sent
61.798 pkt: 2469 | received
61.798 ACK: 2469 | sent
61.814 pkt: 2470 | received
61.814 ACK: 2470 | sent
61.829 pkt: 2471 | received
61.829 ACK: 2471 | sent
61.845 pkt: 2472 | received
61.845 ACK: 2472 | sent
61.861 pkt: 2473 | received
61.876 ACK: 2473 | sent
61.876 pkt: 2474 | received
61.892 ACK: 2474 | sent
61.908 pkt: 2475 | received
61.908 ACK: 2475 | sent
61.923 pkt: 2476 | received
61.923 ACK: 2476 | sent
61.939 pkt: 2477 | received
61.939 ACK: 2477 | sent
61.954 pkt: 2478 | received
61.954 ACK: 2478 | sent
61.970 pkt: 2479 | received
61.986 ACK: 2479 | sent
61.986 pkt: 2480 | received
62.001 ACK: 2480 | sent
62.017 pkt: 2481 | received
62.017 ACK: 2481 | sent
62.032 pkt: 2482 | received
62.032 ACK: 2482 | sent
62.048 pkt: 2483 | received
62.064 ACK: 2483 | sent
62.064 pkt: 2484 | received
62.079 ACK: 2484 | sent
62.079 pkt: 2485 | received
62.095 ACK: 2485 | sent
62.111 pkt: 2486 | received
62.111 ACK: 2486 | sent
62.126 pkt: 2487 | received
62.126 ACK: 2487 | sent
62.142 pkt: 2488 | received
62.157 ACK: 2488 | sent
62.173 pkt: 2489 | received
62.173 ACK: 2489 | sent
62.189 pkt: 2490 | received
62.204 ACK: 2490 | sent
62.220 pkt: 2491 | received
62.220 ACK: 2491 | sent
62.236 pkt: 2492 | received
62.251 ACK: 2492 | sent
62.267 pkt: 2493 | received
62.267 ACK: 2493 | sent
62.282 pkt: 2494 | received
62.298 ACK: 2494 | sent
62.298 pkt: 2495 | received
62.314 ACK: 2495 | sent
62.329 pkt: 2496 | received
62.329 ACK: 2496 | sent
62.345 pkt: 2497 | received
62.361 ACK: 2497 | sent
62.376 pkt: 2498 | received
62.376 ACK: 2498 | sent
62.407 pkt: 2499 | received
62.417 ACK: 2499 | sent
62.417 pkt: 2500 | received
62.433 ACK: 2500 | sent
62.449 pkt: 2501 | received
62.464 ACK: 2501 | sent
62.464 pkt: 2502 | received
62.480 ACK: 2502 | sent
62.496 pkt: 2503 | received
62.496 ACK: 2503 | sent
62.511 pkt: 2504 | received
62.527 ACK: 2504 | sent
62.558 pkt: 2505 | received
62.558 ACK: 2505 | sent
62.589 pkt: 2506 | received
62.589 ACK: 2506 | sent
62.605 pkt: 2507 | received
62.605 ACK: 2507 | sent
62.621 pkt: 2508 | received
62.636 ACK: 2508 | sent
62.636 pkt: 2509 | received
62.652 ACK: 2509 | sent
62.667 pkt: 2510 | received
62.667 ACK: 2510 | sent
62.683 pkt: 2511 | received
62.683 ACK: 2511 | sent
62.699 pkt: 2512 | received
62.699 ACK: 2512 | sent
62.714 pkt: 2513 | received
62.714 ACK: 2513 | sent
62.730 pkt: 2514 | received
62.730 ACK: 2514 | sent
62.792 pkt: 2515 | received
62.792 ACK: 2515 | sent
62.808 pkt: 2516 | received
62.808 ACK: 2516 | sent
62.824 pkt: 2517 | received
62.824 ACK: 2517 | sent
62.839 pkt: 2518 | received
62.855 ACK: 2518 | sent
62.855 pkt: 2519 | received
62.870 ACK: 2519 | sent
62.886 pkt: 2520 | received
62.886 ACK: 2520 | sent
62.917 pkt: 2521 | received
62.917 ACK: 2521 | sent
62.933 pkt: 2522 | received
62.933 ACK: 2522 | sent
62.949 pkt: 2523 | received
62.949 ACK: 2523 | sent
62.964 pkt: 2524 | received
62.964 ACK: 2524 | sent
62.980 pkt: 2525 | received
62.995 ACK: 2525 | sent
63.011 pkt: 2526 | received
63.011 ACK: 2526 | sent
63.042 pkt: 2527 | received
63.058 ACK: 2527 | sent
63.066 pkt: 2528 | received
63.082 ACK: 2528 | sent
63.098 pkt: 2529 | received
63.098 ACK: 2529 | sent
63.113 pkt: 2530 | received
63.129 ACK: 2530 | sent
63.144 pkt: 2531 | received
63.144 ACK: 2531 | sent
63.160 pkt: 2532 | received
63.176 ACK: 2532 | sent
63.191 pkt: 2533 | received
63.191 ACK: 2533 | sent
63.207 pkt: 2534 | received
63.222 ACK: 2534 | sent
63.222 pkt: 2535 | received
63.238 ACK: 2535 | sent
63.254 pkt: 2536 | received
63.269 ACK: 2536 | sent
63.285 pkt: 2537 | received
63.285 ACK: 2537 | sent
63.301 pkt: 2538 | received
63.301 ACK: 2538 | sent
63.316 pkt: 2539 | received
63.332 ACK: 2539 | sent
63.347 pkt: 2540 | received
63.347 ACK: 2540 | sent
63.363 pkt: 2541 | received
63.379 ACK: 2541 | sent
63.379 pkt: 2542 | received
63.402 ACK: 2542 | sent
63.419 pkt: 2543 | received
63.423 ACK: 2543 | sent
63.439 pkt: 2544 | received
63.439 ACK: 2544 | sent
63.454 pkt: 2545 | received
63.470 ACK: 2545 | sent
63.485 pkt: 2546 | received
63.485 ACK: 2546 | sent
63.501 pkt: 2547 | received
63.517 ACK: 2547 | sent
63.532 pkt: 2548 | received
63.532 ACK: 2548 | sent
63.557 pkt: 2549 | received
63.561 ACK: 2549 | sent
63.577 pkt: 2550 | received
63.593 ACK: 2550 | sent
63.593 pkt: 2551 | received
63.608 ACK: 2551 | sent
63.624 pkt: 2552 | received
63.624 ACK: 2552 | sent
63.639 pkt: 2553 | received
63.655 ACK: 2553 | sent
63.655 pkt: 2554 | received
63.671 ACK: 2554 | sent
63.671 pkt: 2555 | received
63.686 ACK: 2555 | sent
63.702 pkt: 2556 | received
63.702 ACK: 2556 | sent
63.718 pkt: 2557 | received
63.718 ACK: 2557 | sent
63.733 pkt: 2558 | received
63.733 ACK: 2558 | sent
63.749 pkt: 2559 | received
63.749 ACK: 2559 | sent
63.764 pkt: 2560 | received
63.780 ACK: 2560 | sent
63.780 pkt: 2561 | received
63.796 ACK: 2561 | sent
63.811 pkt: 2562 | received
63.811 ACK: 2562 | sent
63.827 pkt: 2563 | received
63.827 ACK: 2563 | sent
63.842 pkt: 2564 | received
63.842 ACK: 2564 | sent
63.858 pkt: 2565 | received
63.874 ACK: 2565 | sent
63.874 pkt: 2566 | received
63.889 ACK: 2566 | sent
63.889 pkt: 2567 | received
63.905 ACK: 2567 | sent
63.921 pkt: 2568 | received
63.921 ACK: 2568 | sent
63.936 pkt: 2569 | received
63.936 ACK: 2569 | sent
63.952 pkt: 2570 | received
63.952 ACK: 2570 | sent
63.967 pkt: 2571 | received
63.983 ACK: 2571 | sent
63.983 pkt: 2572 | received
63.999 ACK: 2572 | sent
64.014 pkt: 2573 | received
64.014 ACK: 2573 | sent
64.030 pkt: 2574 | received
64.030 ACK: 2574 | sent
64.046 pkt: 2575 | received
64.046 ACK: 2575 | sent
64.061 pkt: 2576 | received
64.077 ACK: 2576 | sent
64.092 pkt: 2577 | received
64.092 ACK: 2577 | sent
64.108 pkt: 2578 | received
64.124 ACK: 2578 | sent
64.139 pkt: 2579 | received
64.139 ACK: 2579 | sent
64.155 pkt: 2580 | received
64.171 ACK: 2580 | sent
64.186 pkt: 2581 | received
64.186 ACK: 2581 | sent
64.202 pkt: 2582 | received
64.217 ACK: 2582 | sent
64.233 pkt: 2583 | received
64.233 ACK: 2583 | sent
64.249 pkt: 2584 | received
64.264 ACK: 2584 | sent
64.280 pkt: 2585 | received
64.280 ACK: 2585 | sent
64.311 pkt: 2586 | received
64.311 ACK: 2586 | sent
64.327 pkt: 2587 | received
64.327 ACK: 2587 | sent
64.342 pkt: 2588 | received
64.358 ACK: 2588 | sent
64.374 pkt: 2589 | received
64.374 ACK: 2589 | sent
64.402 pkt: 2590 | received
64.408 ACK: 2590 | sent
64.418 pkt: 2591 | received
64.418 ACK: 2591 | sent
64.433 pkt: 2592 | received
64.449 ACK: 2592 | sent
64.449 pkt: 2593 | received
64.465 ACK: 2593 | sent
64.480 pkt: 2594 | received
64.496 ACK: 2594 | sent
64.511 pkt: 2595 | received
64.511 ACK: 2595 | sent
64.527 pkt: 2596 | received
64.543 ACK: 2596 | sent
64.571 pkt: 2597 | received
64.573 ACK: 2597 | sent
64.603 pkt: 2598 | received
64.612 ACK: 2598 | sent
64.629 pkt: 2599 | received
64.657 ACK: 2599 | sent
64.657 pkt: 2600 | received
64.672 ACK: 2600 | sent
64.688 pkt: 2601 | received
64.688 ACK: 2601 | sent
64.703 pkt: 2602 | received
64.719 ACK: 2602 | sent
64.719 pkt: 2603 | received
64.735 ACK: 2603 | sent
64.750 pkt: 2604 | received
64.766 ACK: 2604 | sent
64.782 pkt: 2605 | received
64.782 ACK: 2605 | sent
64.797 pkt: 2606 | received
64.813 ACK: 2606 | sent
64.828 pkt: 2607 | received
64.844 ACK: 2607 | sent
64.860 pkt: 2608 | received
64.860 ACK: 2608 | sent
64.875 pkt: 2609 | received
64.891 ACK: 2609 | sent
64.922 pkt: 2610 | received
64.938 ACK: 2610 | sent
64.953 pkt: 2611 | received
64.953 ACK: 2611 | sent
64.969 pkt: 2612 | received
64.985 ACK: 2612 | sent
65.000 pkt: 2613 | received
65.016 ACK: 2613 | sent
65.031 pkt: 2614 | received
65.031 ACK: 2614 | sent
65.063 pkt: 2615 | received
65.073 ACK: 2615 | sent
65.089 pkt: 2616 | received
65.104 ACK: 2616 | sent
65.120 pkt: 2617 | received
65.120 ACK: 2617 | sent
65.136 pkt: 2618 | received
65.151 ACK: 2618 | sent
65.167 pkt: 2619 | received
65.167 ACK: 2619 | sent
65.183 pkt: 2620 | received
65.198 ACK: 2620 | sent
65.214 pkt: 2621 | received
65.229 ACK: 2621 | sent
65.245 pkt: 2622 | received
65.245 ACK: 2622 | sent
65.261 pkt: 2623 | received
65.276 ACK: 2623 | sent
65.292 pkt: 2624 | received
65.308 ACK: 2624 | sent
65.323 pkt: 2625 | received
65.339 ACK: 2625 | sent
65.354 pkt: 2626 | received
65.354 ACK: 2626 | sent
65.370 pkt: 2627 | received
65.392 ACK: 2627 | sent
65.410 pkt: 2628 | received
65.418 ACK: 2628 | sent
65.434 pkt: 2629 | received
65.434 ACK: 2629 | sent
65.457 pkt: 2630 | received
65.472 ACK: 2630 | sent
65.488 pkt: 2631 | received
65.488 ACK: 2631 | sent
65.503 pkt: 2632 | received
65.519 ACK: 2632 | sent
65.535 pkt: 2633 | received
65.558 ACK: 2633 | sent
65.573 pkt: 2634 | received
65.573 ACK: 2634 | sent
65.589 pkt: 2635 | received
65.605 ACK: 2635 | sent
65.620 pkt: 2636 | received
65.636 ACK: 2636 | sent
65.651 pkt: 2637 | received
65.651 ACK: 2637 | sent
65.667 pkt: 2638 | received
65.667 ACK: 2638 | sent
65.683 pkt: 2639 | received
65.698 ACK: 2639 | sent
65.714 pkt: 2640 | received
65.730 ACK: 2640 | sent
65.730 pkt: 2641 | received
65.745 ACK: 2641 | sent
65.761 pkt: 2642 | received
65.776 ACK: 2642 | sent
65.792 pkt: 2643 | received
65.808 ACK: 2643 | sent
65.823 pkt: 2644 | received
65.823 ACK: 2644 | sent
65.839 pkt: 2645 | received
65.855 ACK: 2645 | sent
65.870 pkt: 2646 | received
65.886 ACK: 2646 | sent
65.901 pkt: 2647 | received
65.901 ACK: 2647 | sent
65.917 pkt: 2648 | received
65.933 ACK: 2648 | sent
65.948 pkt: 2649 | received
65.948 ACK: 2649 | sent
65.964 pkt: 2650 | received
65.979 ACK: 2650 | sent
65.995 pkt: 2651 | received
66.011 ACK: 2651 | sent
66.026 pkt: 2652 | received
66.026 ACK: 2652 | sent
66.055 pkt: 2653 | received
66.072 ACK: 2653 | sent
66.087 pkt: 2654 | received
66.103 ACK: 2654 | sent
66.119 pkt: 2655 | received
66.134 ACK: 2655 | sent
66.150 pkt: 2656 | received
66.150 ACK: 2656 | sent
66.181 pkt: 2657 | received
66.181 ACK: 2657 | sent
66.212 pkt: 2658 | received
66.212 ACK: 2658 | sent
66.228 pkt: 2659 | received
66.244 ACK: 2659 | sent
66.259 pkt: 2660 | received
66.275 ACK: 2660 | sent
66.290 pkt: 2661 | received
66.306 ACK: 2661 | sent
66.322 pkt: 2662 | received
66.337 ACK: 2662 | sent
66.353 pkt: 2663 | received
66.353 ACK: 2663 | sent
66.384 pkt: 2664 | received
66.395 ACK: 2664 | sent
66.409 pkt: 2665 | received
66.409 ACK: 2665 | sent
66.440 pkt: 2666 | received
66.440 ACK: 2666 | sent
66.456 pkt: 2667 | received
66.480 ACK: 2667 | sent
66.491 pkt: 2668 | received
66.507 ACK: 2668 | sent
66.522 pkt: 2669 | received
66.538 ACK: 2669 | sent
66.554 pkt: 2670 | received
66.569 ACK: 2670 | sent
66.600 pkt: 2671 | received
66.616 ACK: 2671 | sent
66.647 pkt: 2672 | received
66.663 ACK: 2672 | sent
66.678 pkt: 2673 | received
66.694 ACK: 2673 | sent
66.710 pkt: 2674 | received
66.725 ACK: 2674 | sent
66.741 pkt: 2675 | received
66.757 ACK: 2675 | sent
66.788 pkt: 2676 | received
66.803 ACK: 2676 | sent
66.819 pkt: 2677 | received
66.835 ACK: 2677 | sent
66.866 pkt: 2678 | received
66.882 ACK: 2678 | sent
66.897 pkt: 2679 | received
66.913 ACK: 2679 | sent
66.928 pkt: 2680 | received
66.928 ACK: 2680 | sent
66.944 pkt: 2681 | received
66.960 ACK: 2681 | sent
66.975 pkt: 2682 | received
66.991 ACK: 2682 | sent
67.007 pkt: 2683 | received
67.022 ACK: 2683 | sent
67.038 pkt: 2684 | received
67.053 ACK: 2684 | sent
67.069 pkt: 2685 | received
67.085 ACK: 2685 | sent
67.100 pkt: 2686 | received
67.116 ACK: 2686 | sent
67.147 pkt: 2687 | received
67.163 ACK: 2687 | sent
67.178 pkt: 2688 | received
67.194 ACK: 2688 | sent
67.225 pkt: 2689 | received
67.241 ACK: 2689 | sent
67.256 pkt: 2690 | received
67.272 ACK: 2690 | sent
67.288 pkt: 2691 | received
67.303 ACK: 2691 | sent
67.319 pkt: 2692 | received
67.335 ACK: 2692 | sent
67.350 pkt: 2693 | received
67.350 ACK: 2693 | sent
67.366 pkt: 2694 | received
67.381 ACK: 2694 | sent
67.411 pkt: 2695 | received
67.423 ACK: 2695 | sent
67.438 pkt: 2696 | received
67.438 ACK: 2696 | sent
67.454 pkt: 2697 | received
67.470 ACK: 2697 | sent
67.485 pkt: 2698 | received
67.501 ACK: 2698 | sent
67.516 pkt: 2699 | received
67.532 ACK: 2699 | sent
67.548 pkt: 2700 | received
67.563 ACK: 2700 | sent
67.579 pkt: 2701 | received
67.595 ACK: 2701 | sent
67.610 pkt: 2702 | received
67.610 ACK: 2702 | sent
67.626 pkt: 2703 | received
67.641 ACK: 2703 | sent
67.657 pkt: 2704 | received
67.673 ACK: 2704 | sent
67.688 pkt: 2705 | received
67.688 ACK: 2705 | sent
67.704 pkt: 2706 | received
67.704 ACK: 2706 | sent
67.720 pkt: 2707 | received
67.735 ACK: 2707 | sent
67.751 pkt: 2708 | received
67.766 ACK: 2708 | sent
67.782 pkt: 2709 | received
67.782 ACK: 2709 | sent
67.798 pkt: 2710 | received
67.813 ACK: 2710 | sent
67.829 pkt: 2711 | received
67.851 ACK: 2711 | sent
67.868 pkt: 2712 | received
67.878 ACK: 2712 | sent
67.887 pkt: 2713 | received
67.902 ACK: 2713 | sent
67.918 pkt: 2714 | received
67.918 ACK: 2714 | sent
67.933 pkt: 2715 | received
67.949 ACK: 2715 | sent
67.965 pkt: 2716 | received
67.980 ACK: 2716 | sent
67.996 pkt: 2717 | received
67.996 ACK: 2717 | sent
68.012 pkt: 2718 | received
68.027 ACK: 2718 | sent
68.043 pkt: 2719 | received
68.058 ACK: 2719 | sent
68.082 pkt: 2720 | received
68.082 ACK: 2720 | sent
68.097 pkt: 2721 | received
68.113 ACK: 2721 | sent
68.128 pkt: 2722 | received
68.144 ACK: 2722 | sent
68.160 pkt: 2723 | received
68.160 ACK: 2723 | sent
68.175 pkt: 2724 | received
68.191 ACK: 2724 | sent
68.207 pkt: 2725 | received
68.222 ACK: 2725 | sent
68.238 pkt: 2726 | received
68.238 ACK: 2726 | sent
68.253 pkt: 2727 | received
68.269 ACK: 2727 | sent
68.285 pkt: 2728 | received
68.300 ACK: 2728 | sent
68.316 pkt: 2729 | received
68.316 ACK: 2729 | sent
68.347 pkt: 2730 | received
68.347 ACK: 2730 | sent
68.363 pkt: 2731 | received
68.378 ACK: 2731 | sent
68.405 pkt: 2732 | received
68.415 ACK: 2732 | sent
68.419 pkt: 2733 | received
68.435 ACK: 2733 | sent
68.451 pkt: 2734 | received
68.466 ACK: 2734 | sent
68.482 pkt: 2735 | received
68.482 ACK: 2735 | sent
68.497 pkt: 2736 | received
68.513 ACK: 2736 | sent
68.529 pkt: 2737 | received
68.544 ACK: 2737 | sent
68.560 pkt: 2738 | received
68.575 ACK: 2738 | sent
68.591 pkt: 2739 | received
68.607 ACK: 2739 | sent
68.622 pkt: 2740 | received
68.622 ACK: 2740 | sent
68.655 pkt: 2741 | received
68.664 ACK: 2741 | sent
68.676 pkt: 2742 | received
68.676 ACK: 2742 | sent
68.692 pkt: 2743 | received
68.692 ACK: 2743 | sent
68.707 pkt: 2744 | received
68.723 ACK: 2744 | sent
68.739 pkt: 2745 | received
68.754 ACK: 2745 | sent
68.785 pkt: 2746 | received
68.785 ACK: 2746 | sent
68.801 pkt: 2747 | received
68.817 ACK: 2747 | sent
68.832 pkt: 2748 | received
68.848 ACK: 2748 | sent
68.864 pkt: 2749 | received
68.864 ACK: 2749 | sent
68.879 pkt: 2750 | received
68.895 ACK: 2750 | sent
68.910 pkt: 2751 | received
68.926 ACK: 2751 | sent
68.942 pkt: 2752 | received
68.942 ACK: 2752 | sent
68.957 pkt: 2753 | received
68.973 ACK: 2753 | sent
68.989 pkt: 2754 | received
69.004 ACK: 2754 | sent
69.004 pkt: 2755 | received
69.020 ACK: 2755 | sent
69.035 pkt: 2756 | received
69.051 ACK: 2756 | sent
69.067 pkt: 2757 | received
69.082 ACK: 2757 | sent
69.098 pkt: 2758 | received
69.098 ACK: 2758 | sent
69.113 pkt: 2759 | received
69.129 ACK: 2759 | sent
69.145 pkt: 2760 | received
69.160 ACK: 2760 | sent
69.176 pkt: 2761 | received
69.176 ACK: 2761 | sent
69.192 pkt: 2762 | received
69.207 ACK: 2762 | sent
69.223 pkt: 2763 | received
69.223 ACK: 2763 | sent
69.238 pkt: 2764 | received
69.264 ACK: 2764 | sent
69.271 pkt: 2765 | received
69.286 ACK: 2765 | sent
69.302 pkt: 2766 | received
69.302 ACK: 2766 | sent
69.318 pkt: 2767 | received
69.333 ACK: 2767 | sent
69.349 pkt: 2768 | received
69.364 ACK: 2768 | sent
69.364 pkt: 2769 | received
69.380 ACK: 2769 | sent
69.409 pkt: 2770 | received
